TTD Target ID	Target Name	Target Type	Uniprot ID
TTDNR00736	Protein-cysteine N-palmitoyltransferase HHAT	Research target	Q5VTY9
TTDNR00737	Putative pyrroline carboxylate reductase	Research target	Q9A1S9
TTDNR00739	RalA-binding protein 1	Research target	Q15311
TTDNR00740	Ras-related protein Rab-7a	Research target	P51149
TTDNR00741	Recombining binding protein suppressor of hairless	Research target	Q06330
TTDNR00742	Regulator of G-protein signaling 2	Research target	P41220
TTDNR00743	Regulator of G-protein signaling 6	Research target	P49758
TTDNR00744	Replicase polyprotein 1ab	Research target	P0C6X7
TTDNR00746	Serine/threonine-protein kinase pim-2	Clinical trial target	Q9P1W9
TTDNR00748	Short transient receptor potential channel 1	Research target	P48995
TTDNR00749	Signal peptidase I	Research target	Q10789
TTDNR00750	Signal transducer and activator of transcription 6	Research target	P42226
TTDNR00753	Stabilin-2	Research target	Q8WWQ8
TTDNR00754	Stanniocalcin-2	Research target	O76061
TTDNR00756	Structural maintenance of chromosomes protein 2	Research target	O95347
TTDNR00757	Syndecan-2	Research target	P34741
TTDNR00758	Testican-1	Research target	Q08629
TTDNR00759	Thioredoxin glutathione reductase	Research target	B5THG7
TTDNR00760	Thymosin beta-4	Research target	P62328
TTDNR00761	T-lymphocyte surface antigen Ly-9	Research target	Q9HBG7
TTDNR00762	Transcription factor SOX-2	Research target	P48431
TTDNR00763	Tumor suppressor p53-binding protein 1	Research target	Q12888
TTDNR00764	Tyrosine-protein kinase receptor UFO	Research target	P30530
TTDNR00765	Tyrosyl-DNA phosphodiesterase 2	Research target	O95551
TTDNR00766	V-type proton ATPase 116 kDa subunit a isoform 3	Research target	Q13488
TTDNR00767	WNT1-inducible-signaling pathway protein 1	Research target	O95388
TTDNS00536	smoothened receptor	Successful target	Q99835
TTDNS00537	prostaglandin F prostanoid receptor 	Successful target	P43088
TTDNS00541	PIGF	Successful target	Q07326
TTDNS00542	VEGFA	Successful target	P15692
TTDNS00544	Glucagon-like peptide 2 receptor	Successful target	O95838
TTDNS00564	upregulating cAMP	Successful target	P49913
TTDNS00582	 muscarinic receptor	Successful target	P11229
TTDNS00592	Abl	Successful target	P00519
TTDNS00593	RET	Successful target	P07949
TTDNS00597	ROS1	Successful target	P08922
TTDNS00605	cystic fibrosis transmembrane conductance regulator	Successful target	P13569
TTDNS00606	 calcium activated channel anoctamin 1	Successful target	Q5XXA6
TTDNS00611	JAK1	Clinical trial target	P23458
TTDNS00615	PDE5	Successful target	O76074
TTDR00006	Follicle stimulating hormone	Clinical trial target	P01215; P01225
TTDR00007	Multidrug resistance protein 1	Clinical trial target	P08183
TTDR00008	Glucose-6-phosphate dehydrogenase	Clinical trial target	P11413
TTDR00010	Diamine oxidase	Clinical trial target	P19801
TTDR00011	FMLP receptor	Clinical trial target	P21462
TTDR00012	Interleukin 3 receptor	Clinical trial target	P26951
TTDR00015	Prolyl endopeptidase	Clinical trial target	P48147
TTDR00018	3-beta-hydroxysterol delta-24-reductase	Research target	Q15392
TTDR00019	Alcohol dehydrogenase 2	Research target	Q24803
TTDR00020	Multidrug resistance-associated protein 2	Clinical trial target	Q92887
TTDR00021	Glycerol-3-phosphate oxidase	Research target	Q99YI8
TTDR00022	3-Deoxy-D-manno-octulosonate 8-phosphate synthase 	Research target	P0A715
TTDR00023	DTDP-4-dehydrorhamnose 3,5-epimerase rmlC	Research target	O06330
TTDR00024	Probable naphthoate synthase menB	Research target	O06414
TTDR00025	Cdc2-related kinase 3	Research target	O15851
TTDR00026	Ribonucleoside-diphosphate reductase small chain	Research target	O15910
TTDR00027	Possible RNA methyltransferase	Research target	P13079
TTDR00028	Cell division control protein 28	Research target	P00546
TTDR00029	Matrilysin	Clinical trial target	P09237
TTDR00030	Glycosyltransferase MurG	Research target	P17443
TTDR00032	Ciliary neurotrophic factor	Clinical trial target	P26441
TTDR00033	Aldo-keto reductase family 1 member C3	Clinical trial target	P42330
TTDR00035	Sodium/hydrogen exchanger 3	Clinical trial target	P48764
TTDR00036	Ras-related protein Rab-9A	Clinical trial target	P51151
TTDR00037	Scytalone dehydratase	Research target	P56221
TTDR00038	Manganese ABC transporter substrate-binding lipoprotein	Research target	P72538
TTDR00039	Sensor-like histidine kinase senX3	Research target	Q11155
TTDR00040	Forkhead box protein O1A	Research target	Q12778
TTDR00042	Beta-hydroxyacyl-acp dehydratase	Research target	Q8I6T4
TTDR00043	Class 1 lysyl-tRNA synthetase	Research target	Q937U6
TTDR00044	GDP-mannose pyrophosphorylase	Research target	Q9BLW4
TTDR00045	Interleukin-1 receptor-associated kinase-4	Research target	Q9NWZ3
TTDR00046	RING-box protein 2	Research target	Q9UBF6
TTDR00047	Papain-like cysteine protease	Research target	Q9WJB2
TTDR00048	Voltage-dependent T-type calcium channel alpha-1I subunit	Clinical trial target	Q9Z0Y8
TTDR00053	HCV polyprotein	Research target	P26664
TTDR00056	Pre-mRNA splicing factor PRP8	Research target	P33334
TTDR00064	HCMV DNA polymerase	Research target	P08546
TTDR00066	DnaB-like helicase	Research target	Q6GKS9
TTDR00068	DNA helicase/primase complex associated protein	Research target	P10192
TTDR00071	Potassium voltage-gated channel subfamily B member 1	Research target	Q14721
TTDR00074	Choline transporter	Research target	Q8I5S7
TTDR00075	Apicoplast ribosome	Research target	Q6LFD5
TTDR00076	DNA gyrase	Research target	Q8I0X3
TTDR00077	Cytochrome c oxidoreductase	Research target	Q02766
TTDR00081	P2Y purinoceptor 1	Research target	P47900
TTDR00082	Mitochondrial brown fat uncoupling protein 1	Clinical trial target	P25874
TTDR00083	Mitochondrial uncoupling protein 2	Clinical trial target	P55851
TTDR00084	Mitochondrial uncoupling protein 3	Clinical trial target	P55916
TTDR00085	Dual specificity protein phosphatase 1	Discontinued target	P28562
TTDR00086	Interleukin-4	Discontinued target	P05112
TTDR00088	Interleukin-5	Research target	P05113
TTDR00089	D-amino acid aminotransferase	Research target	P54694
TTDR00094	Transketolase	Research target	P29401
TTDR00096	Agouti-related protein	Clinical trial target	O00253
TTDR00099	Proto-oncogene protein c-fos	Research target	P01100
TTDR00101	Orotate phosphoribosyltransferase	Research target	Q8N0R1
TTDR00102	Hepatitis C Virus Serine Protease NS3/4A	Research target	P26664 (1027-1657)
TTDR00103	Nonstructural protein NS3	Clinical trial target	P26664 (1027-1657)
TTDR00104	Cystathionine beta-lyase	Research target	P06721
TTDR00106	Plasmepsin 2	Clinical trial target	P46925
TTDR00107	Plasmepsin 1	Research target	P39898
TTDR00108	Pleiotrophin	Research target	P21246
TTDR00109	Proteinase activated receptor 2	Research target	P55085
TTDR00110	Proteinase activated receptor 3	Research target	O00254
TTDR00111	Proteinase activated receptor 4	Research target	Q96RI0
TTDR00113	Adenylosuccinate synthetase	Research target	Q9U8D3
TTDR00115	GTP cyclohydrolase I	Discontinued target	O97071; P30793
TTDR00116	M-phase inducer phosphatase 2	Discontinued target	P30305
TTDR00117	Mitogen-activated protein kinase kinase kinase 1	Discontinued target	Q13233
TTDR00118	Bombesin receptor subtype-3	Clinical trial target	P32247
TTDR00119	Orexin	Clinical trial target	O43612
TTDR00133	L-lactate dehydrogenase	Research target	P13774; Q27797
TTDR00135	Endothelin-converting enzyme 1	Research target	P42892
TTDR00136	Endothelin-converting enzyme 2	Research target	O60344
TTDR00137	Threonine deaminase	Research target	P04968
TTDR00138	Interleukin-10	Clinical trial target	P22301
TTDR00141	Interleukin-2	Clinical trial target	P60568
TTDR00146	Mitogen-activated protein kinase kinase kinase 4	Research target	Q9Y6R4
TTDR00147	Dual specificity mitogen-activated protein kinase kinase 7	Research target	O14733
TTDR00148	Dual specificity mitogen-activated protein kinase kinase 1	Successful target	Q02750
TTDR00149	Dual specificity mitogen-activated protein kinase kinase 5	Research target	Q13163
TTDR00151	Coagulation factor X	Clinical trial target	P00742
TTDR00152	G2/mitotic-specific cyclin B1	Research target	P14635
TTDR00154	Lactase-phlorizin hydrolase	Research target	P09848
TTDR00157	5-hydroxytryptamine 7 receptor	Clinical trial target	P34969
TTDR00158	Alanine racemase, biosynthetic	Research target	P94967
TTDR00159	Isoleucyl-tRNA synthetase, cytoplasmic (human)	Research target	P41252
TTDR00161	Platelet activating factor	Clinical trial target	Q8DZJ7
TTDR00164	Neuronal acetylcholine receptor protein, beta-4 chain	Clinical trial target	P30926
TTDR00165	D-alanine--D-alanine ligase	Research target	P9WP30
TTDR00166	Glutamate-1-semialdehyde aminomutase	Research target	P23893
TTDR00167	Dihydroorotase	Research target	A9CSR1
TTDR00170	Putative tryptase delta	Research target	Q9BZJ3
TTDR00171	CAD protein	Research target	P27708
TTDR00172	Cholinephosphate cytidylyltransferase	Clinical trial target	P49585; Q9Y5K3
TTDR00173	Adenylate cyclase, type II	Research target	Q08462
TTDR00175	Integrin beta-3	Research target	P05106
TTDR00178	DNA gyrase A subunit	Clinical trial target	P43700
TTDR00181	Transforming growth factor alpha	Clinical trial target	P01135 (40-89)
TTDR00182	T-cell receptor beta chain V region CTL-L17	Research target	P04435
TTDR00183	Gamma-aminobutyric acid gated chloride channel	Research target	Q9XZW0
TTDR00184	Galanin receptor type 1	Research target	P47211
TTDR00185	N-myc proto-oncogene protein	Research target	P04198
TTDR00192	Tumor necrosis factor receptor superfamily member 8	Clinical trial target	P28908
TTDR00193	Tumor necrosis factor receptor superfamily member 11B	Research target	O00300
TTDR00196	Synaptosomal-associated protein 25	Research target	P13795
TTDR00197	Chymase	Clinical trial target	P23946
TTDR00198	C-ets-1 protein	Research target	P14921
TTDR00199	Voltage-dependent P/Q-type calcium channel alpha-1A subunit	Discontinued target	O00555
TTDR00200	Voltage-dependent R-type calcium channel alpha-1E subunit	Discontinued target	Q15878
TTDR00201	Gamma-aminobutyric acid transporter 4	Research target	P31650
TTDR00202	M-phase inducer phosphatase 1	Clinical trial target	P30304
TTDR00205	Interleukin-8	Discontinued target	P10145
TTDR00207	Neuronal kinesin heavy chain	Research target	Q12840
TTDR00208	M-phase inducer phosphatase 3	Discontinued target	P30307
TTDR00209	Carbonic anhydrase IV	Clinical trial target	P22748
TTDR00210	Carbonic anhydrase VI	Clinical trial target	P23280
TTDR00211	Carbonic anhydrase IX	Clinical trial target	Q16790
TTDR00212	Carbonic anhydrase XII	Clinical trial target	O43570
TTDR00213	Carbonic anhydrase XIV	Clinical trial target	Q9ULX7
TTDR00214	Sodium/potassium-transporting ATPase alpha-2 chain	Research target	P50993
TTDR00217	mRNA of VLA-4	Clinical trial target	P13612; P05556
TTDR00218	O-acetylserine sulfhydrylase	Research target	O23733
TTDR00219	Hypoxanthine-guanine phosphoribosyltransferase	Research target	P00492; P20035
TTDR00221	Rhodopsin	Clinical trial target	P08100
TTDR00222	Aspartate aminotransferase, cytoplasmic	Research target	P17174
TTDR00223	Omega-amino acid:pyruvate aminotransferase	Research target	P28269
TTDR00224	Proliferating cell nuclear antigen; Cyclin-A2	Discontinued target	P12004; P20248
TTDR00225	Low-density lipoprotein receptor	Research target	P01130
TTDR00226	Serine hydroxymethyltransferase, mitochondrial	Research target	P34897; Q8I566
TTDR00228	DNA gyrase B subunit	Research target	P0AES6
TTDR00229	Geranylgeranyltransferase I	Research target	P18898
TTDR00230	Elastase 1	Clinical trial target	Q9UNI1
TTDR00231	Orotidine 5'-monophosphate decarboxylase	Research target	P11172
TTDR00232	Leukotriene C4 synthase	Research target	Q16873
TTDR00233	Tyrosine-protein kinase BTK	Clinical trial target	Q06187
TTDR00234	Arachidonate 15-lipoxygenase	Discontinued target	P16050
TTDR00236	Rhinovirus coat protein; Genome polyprotein	Research target	P23008
TTDR00237	PN3 Na+ channel	Research target	Q62968
TTDR00238	Leptin receptor	Discontinued target	P48357
TTDR00239	Arachidonate 12-lipoxygenase, 12S-type	Clinical trial target	P18054
TTDR00240	Angiogenin	Clinical trial target	P03950
TTDR00242	Cytochrome P450 1B1	Research target	Q16678
TTDR00247	5-methyltetrahydrofolate--homocysteine methyltransferase	Research target	Q99707
TTDR00249	Ornithine aminotransferase, mitochondrial	Research target	P04181
TTDR00250	Nuclear factor NF-kappa-B	Clinical trial target	P19838; Q00653; Q04206
TTDR00251	Thymidine phosphorylase	Clinical trial target	P19971
TTDR00252	Insulin-like growth factor II	Research target	P01344
TTDR00254	Aspartate carbamoyltransferase	Research target	Q59711
TTDR00255	Inhibitor of nuclear factor kappa-B kinase alpha subunit	Research target	O15111
TTDR00256	CGMP-dependent 3',5'-cyclic phosphodiesterase	Clinical trial target	O00408
TTDR00257	Casein kinase II, alpha chain	Clinical trial target	P19138
TTDR00260	Protein kinase A	Research target	Q56921
TTDR00261	Corticotropin-lipotropin	Research target	P01189
TTDR00262	Arginine vasopressin	Clinical trial target	P01185
TTDR00264	HIV envelope protein gp120	Clinical trial target	O40473
TTDR00265	Superoxide dismutase [Cu-Zn]	Clinical trial target	P00441
TTDR00266	Vanilloid receptor 1	Research target	Q8NER1
TTDR00267	Peptide deformylase	Clinical trial target	P68826
TTDR00268	Hepatocyte nuclear factor 1-alpha	Research target	P20823
TTDR00269	Hepatocyte nuclear factor 4-alpha	Research target	P41235
TTDR00270	Steroid hormone receptor ERR1	Clinical trial target	P11474
TTDR00271	Orphan nuclear receptor DAX-1	Research target	P51843
TTDR00273	3-phosphoinositide dependent protein kinase-1	Clinical trial target	O15530
TTDR00274	Liver carboxylesterase	Clinical trial target	P23141
TTDR00275	Acetyl-CoA carboxylase 1	Research target	Q13085; Q9U752
TTDR00276	Integrin alpha-2	Clinical trial target	P17301
TTDR00277	Alpha v beta 3 integrin receptor	Clinical trial target	P06756; P05106
TTDR00278	P2X purinoceptor 3	Clinical trial target	P56373
TTDR00280	Beta-adrenergic receptor kinase 1	Discontinued target	P25098
TTDR00283	Monocyte differentiation antigen CD14	Clinical trial target	P08571
TTDR00284	Tumor necrosis factor ligand superfamily member 5	Clinical trial target	P29965
TTDR00285	Large subunit Cp complex Cdc68p	Research target	Q9HF08
TTDR00287	C-X-C chemokine receptor type 5	Research target	P32302
TTDR00288	ATP-binding cassette, sub-family A, member 1	Clinical trial target	O95477
TTDR00291	Beta-ketoacyl-ACP synthase I	Research target	P14926
TTDR00292	3-oxoacyl-[acyl-carrier-protein] synthase II	Discontinued target	P0AAI5
TTDR00293	Gap junction alpha-1 protein	Clinical trial target	P17302
TTDR00296	Cell division protein kinase 5	Research target	Q00535
TTDR00298	Cell division protein kinase 8	Research target	P49336
TTDR00299	Cyclin-dependent protein kinase PfPK5	Research target	Q07785
TTDR00300	Cyclin-dependent protein kinase PfPK6	Research target	Q8IDW1
TTDR00301	Cyclin-dependent protein kinase Pfmrk	Research target	P90584
TTDR00303	Enoyl-[acyl-carrier-protein] reductase [NADH] 1	Research target	P58380
TTDR00304	Enoyl-[acyl-carrier-protein] reductase [NADH] 2	Research target	P58381
TTDR00306	FemA factor	Research target	P14304
TTDR00307	FemB factor	Research target	P14305
TTDR00308	FemX factor	Research target	Q6GEH2
TTDR00309	Fatty acid-binding protein, epidermal	Research target	Q01469
TTDR00310	Immunoglobulin alpha Fc receptor	Discontinued target	P24071
TTDR00311	Fc gamma receptor I	Research target	P12314
TTDR00313	Heparin binding protein	Research target	Q14512
TTDR00315	Foot-and-mouth disease virus capsid protein VP1	Research target	Q65037
TTDR00316	Foot-and-mouth disease virus capsid protein VP2	Research target	Q65035
TTDR00317	Foot-and-mouth disease virus capsid protein VP3	Research target	Q65036
TTDR00319	Glycoprotein VI	Research target	Q9HCN5
TTDR00320	Glutathione peroxidase	Research target	P07203
TTDR00321	Metabotropic glutamate receptor 2	Clinical trial target	Q14416
TTDR00322	Granulocyte-macrophage colony-stimulating factor	Clinical trial target	P04141
TTDR00323	HCV helicase	Research target	P26664
TTDR00326	Herpes simplex virus helicase-primase	Clinical trial target	Q00040
TTDR00327	Histidine kinase AlgR1	Research target	Q9WWI2
TTDR00328	Histidine kinase AlgR2	Research target	P15275
TTDR00329	Histidine kinase KinA	Research target	O07382
TTDR00330	HIV-1 gp160	Research target	P03378
TTDR00331	Holo-ACP synthase	Research target	P24224
TTDR00333	Insulin-like growth factor binding protein 1	Research target	P08833
TTDR00334	Mitogen-activated protein kinase 9	Research target	P45984
TTDR00335	Rhombotin-2	Research target	P25791
TTDR00336	Phospholipid transfer protein	Research target	P55058
TTDR00337	Mitogen-activated protein kinase kinase kinase 2	Discontinued target	Q9Y2U5
TTDR00338	Matrix metalloproteinase	Research target	Q8NG02
TTDR00339	Mitogen-activated protein kinase kinase kinase 9	Clinical trial target	P80192
TTDR00340	Mitogen-activated protein kinase kinase kinase 10	Research target	Q02779
TTDR00341	Mitogen-activated protein kinase kinase kinase 11	Research target	Q80XI6
TTDR00347	Sodium/hydrogen exchanger 1	Clinical trial target	P19634
TTDR00348	Nicotinate-nucleotide adenylyltransferase	Research target	P52085
TTDR00349	Reticulon 4 receptor	Research target	Q9BZR6
TTDR00350	Transient receptor potential channel 6, subfamily V	Clinical trial target	Q9H1D0
TTDR00352	Mitogen-activated protein kinase 11	Clinical trial target	Q15759
TTDR00354	Pantothenate kinase	Research target	P15044
TTDR00355	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	Research target	Q13526
TTDR00356	Phosphoinositide 3 kinase	Clinical trial target	P42336; P42338; O00329; P48736
TTDR00357	Phosphoenolpyruvate transferase	Research target	P08839
TTDR00359	Elongation factor 1-alpha 1	Clinical trial target	Q00080
TTDR00360	5-enopyruvyl shikimate 3-phosphate synthase	Research target	Q9YEK9
TTDR00361	Beta-ketoacyl-ACP synthase III	Discontinued target	P0A6R0
TTDR00363	Serine/threonine protein phosphatase 2A, 56 kDa regulatory subunit, alpha isoform	Research target	Q15172
TTDR00369	Urokinase plasminogen activator surface receptor	Research target	Q03405
TTDR00372	Mitogen-activated protein kinase 1	Clinical trial target	P28482
TTDR00373	Mitogen-activated protein kinase 3	Clinical trial target	P27361
TTDR00374	Phospholipase D1	Research target	Q13393
TTDR00375	Melanocortin-3 receptor	Clinical trial target	P41968
TTDR00377	Cholecystokinin	Research target	P06307
TTDR00381	Hydroxymethylglutaryl-CoA synthase, mitochondrial	Research target	P54868
TTDR00384	Scavenger receptor class B member 1	Research target	Q8WTV0
TTDR00385	Filamin A	Research target	P21333
TTDR00386	Corticotropin-releasing factor binding protein	Research target	P24387
TTDR00387	Corticoliberin	Research target	P06850
TTDR00388	Nuclear receptor coactivator 4	Research target	Q13772
TTDR00389	Glycoprotein hormones alpha chain	Research target	P01215
TTDR00390	Supervillin	Research target	Q9H1R7
TTDR00391	Nuclear receptor binding SET domain containing protein 1	Research target	Q96L73
TTDR00392	Prostate stem cell antigen	Clinical trial target	O43653
TTDR00393	3-alpha-hydroxysteroid dehydrogenase	Research target	P23457
TTDR00394	High-affinity cationic amino acid transporter-1	Research target	P30825
TTDR00395	Thrombomodulin	Discontinued target	P07204
TTDR00396	Tissue factor	Clinical trial target	P13726
TTDR00397	G1/S-specific cyclin D1	Clinical trial target	P24385
TTDR00399	Trehalose-phosphatase	Research target	P31678
TTDR00401	Macrophage mannose receptor	Research target	P22897
TTDR00402	Outer capsid glycoprotein VP7	Research target	Q8B6C3
TTDR00404	Midkine	Clinical trial target	P21741
TTDR00405	B1 bradykinin receptor	Clinical trial target	P46663
TTDR00406	Kininogen	Research target	P01042
TTDR00407	Kinin B1 receptor	Discontinued target	P97583
TTDR00411	Apolipoprotein E	Clinical trial target	P02649
TTDR00412	Endothelin-1	Research target	P05305
TTDR00413	Diphosphomevalonate decarboxylase	Research target	P53602
TTDR00414	S-adenosylmethionine decarboxylase proenzyme	Clinical trial target	P17707
TTDR00415	Lactosylceramide alpha-2,3-sialyltransferase	Research target	Q9UNP4
TTDR00417	Leucine-rich repeat-containing G protein-coupled receptor 5	Research target	O75473
TTDR00418	Prolactin	Clinical trial target	P01236
TTDR00419	CCAAT/enhancer binding protein beta	Research target	P17676
TTDR00420	Oxysterols receptor LXR-alpha	Research target	Q13133
TTDR00421	Oxysterols receptor LXR-beta	Research target	P55055
TTDR00422	Leukemia inhibitory factor	Research target	P15018
TTDR00423	Eosinophil peroxidase	Research target	P11678
TTDR00427	Interferon regulatory factor 1	Research target	P10914
TTDR00430	Leukocyte surface antigen CD47	Clinical trial target	Q08722
TTDR00432	Gastric inhibitory polypeptide	Clinical trial target	P09681
TTDR00433	Caspase-8	Research target	Q14790
TTDR00434	Interleukin-1 beta convertase	Clinical trial target	P29466
TTDR00438	Serum amyloid A-activating factor 1	Research target	O97600
TTDR00440	Apopain	Clinical trial target	P42574
TTDR00441	Apolipoprotein A-II	Research target	P02652
TTDR00442	Glycosylphosphatidylinositol-anchored aspartyl protease	Research target	P53379
TTDR00443	Cytosolic phospholipase A2	Discontinued target	P47712
TTDR00444	Presenilin 1	Research target	P49768
TTDR00445	Presenilin 2	Research target	P49810
TTDR00446	Serum amyloid P-component	Clinical trial target	P02743
TTDR00447	Cathepsin D	Clinical trial target	P07339
TTDR00448	Ribonuclease H	Research target	Q07762
TTDR00449	Insulin-like growth factor binding protein 3	Research target	P17936
TTDR00450	Six-transmembrane epithelial antigen of the prostate 2	Research target	Q8NFT2
TTDR00451	C-C motif chemokine 2	Clinical trial target	P13500
TTDR00452	Triggering receptor expressed on myeloid cells 1	Research target	Q9JKE2
TTDR00453	Vascular cell adhesion protein 1	Research target	P19320
TTDR00455	Caspase-11	Research target	P70343
TTDR00456	Virion infectivity factor	Research target	P03402
TTDR00457	Kallikrein 7	Research target	P49862
TTDR00458	Oncostatin M	Research target	P13725
TTDR00459	mRNA of Telomerase reverse transcriptase	Research target	O14746
TTDR00460	Oligophrenin 1	Research target	O60890
TTDR00461	Neuropsin	Research target	O60259
TTDR00462	Tumor necrosis factor ligand superfamily member 6	Research target	P48023
TTDR00464	Paired box protein Pax-5	Research target	Q02548
TTDR00465	Guanine nucleotide-binding protein G(I)/G(S)/G(O) gamma-7 subunit	Research target	O60262
TTDR00466	CAMP-specific 3',5'-cyclic phosphodiesterase 4B	Clinical trial target	Q07343
TTDR00468	Leptin	Research target	P41159
TTDR00469	Insulin receptor substrate-1	Research target	P35568
TTDR00470	Proto-oncogene C-crk	Clinical trial target	P46108
TTDR00471	Fetuin	Research target	P02765
TTDR00473	Integrin alpha-V	Clinical trial target	P06756
TTDR00474	Glucose-6-phosphatase	Research target	P35575
TTDR00475	Cyclin-dependent kinase inhibitor 1C	Research target	P49918
TTDR00476	Fatty acid-binding protein, adipocyte	Research target	P15090
TTDR00477	Ectonucleotide pyrophosphatase/phosphodiesterase 1	Research target	P22413
TTDR00478	Neurotrophin-3	Discontinued target	P20783
TTDR00480	T-box transcription factor TBX21	Research target	Q9UL17
TTDR00482	IgG receptor FcRN large subunit P51	Research target	P55899
TTDR00484	Osteopontin	Discontinued target	P10451
TTDR00485	Integrin-linked protein kinase 1	Research target	Q13418
TTDR00486	Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase PTEN	Research target	O00633
TTDR00487	Plasminogen activator	Discontinued target	P17811
TTDR00488	Transcription factor GATA-4	Research target	P43694
TTDR00489	Nuclear receptor coactivator 3	Research target	Q9Y6Q9
TTDR00491	DNA replication licensing factor MCM6	Research target	Q14566
TTDR00492	DNA replication licensing factor MCM7	Research target	P33993
TTDR00493	Suppressor of cytokine signaling 1	Research target	O15524
TTDR00494	Hexamethylene bisacetamide-inducible protein 1	Research target	O94992
TTDR00495	Calcium-dependent chloride channel-1	Discontinued target	O95151
TTDR00497	ETS-domain transcription factor ERF	Research target	P50548
TTDR00498	Small inducible cytokine B10	Clinical trial target	P02778
TTDR00499	Zinc finger protein A20	Research target	P21580
TTDR00500	Thymidine kinase	Clinical trial target	Q9QNF7
TTDR00503	Prostate specific antigen	Clinical trial target	P07288
TTDR00504	Osteonectin	Research target	P09486
TTDR00505	Calpain	Clinical trial target	P07384; P17655
TTDR00506	Phosphatidylethanolamine N-methyltransferase	Research target	Q9UBM1
TTDR00507	Cytochrome B-245 heavy chain	Research target	P04839
TTDR00508	Lymphotoxin-beta	Research target	Q06643
TTDR00509	Transforming protein p21	Research target	P01117
TTDR00510	Serine protease hepsin	Research target	P05981
TTDR00511	Transforming growth factor beta 1	Clinical trial target	P01137
TTDR00512	Protein-lysine 6-oxidase	Research target	P28300
TTDR00513	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	Research target	P16615
TTDR00514	Stathmin	Research target	P16949
TTDR00515	Latent membrane protein 2A	Research target	Q69133
TTDR00517	Cyclic-AMP-dependent transcription factor ATF-3	Research target	P18847
TTDR00518	High mobility group protein 1	Research target	P09429
TTDR00519	Interleukin-11	Clinical trial target	P20809
TTDR00524	Fractalkine	Research target	P78423
TTDR00525	CD44 antigen	Clinical trial target	P16070
TTDR00526	Cystathionine beta-synthase	Research target	P35520
TTDR00527	Caveolin-1	Research target	Q03135
TTDR00529	Adenosine kinase	Clinical trial target	P55263
TTDR00530	Melanocyte stimulating hormone receptor	Clinical trial target	Q01726
TTDR00531	Glutamyl aminopeptidase	Clinical trial target	Q07075
TTDR00532	CAMP response element binding protein	Research target	P16220
TTDR00533	Intestinal GlcNAc-6-sulfotransferase	Research target	Q9GZS9
TTDR00534	C-X-C chemokine receptor type 6	Research target	O00574
TTDR00535	Intrinsic factor-B12 receptor	Research target	O60494
TTDR00537	Ectonucleoside triphosphate diphosphohydrolase 1	Research target	P49961
TTDR00538	Epidermal growth factor receptor III	Research target	Q9WVF5
TTDR00539	Folylpolyglutamate synthase, mitochondrial	Research target	Q05932; Q9U738
TTDR00540	FMLP-related receptor I	Research target	P25090
TTDR00541	HCV nucleoside triphosphatase	Research target	Q57679
TTDR00542	Interleukin-13 receptor	Clinical trial target	P78552; Q14627
TTDR00544	Potassium voltage-gated channel subfamily KQT member 2	Clinical trial target	O43526
TTDR00545	Leukotriene B4 receptor 2	Clinical trial target	Q9NPC1
TTDR00546	Low-density lipoprotein receptor-related protein 2	Research target	P98164
TTDR00553	Nerve growth factor	Clinical trial target	P30894
TTDR00554	Orphan nuclear receptor NURR1	Discontinued target	P43354
TTDR00555	Acid phosphatase surE	Research target	P36664
TTDR00556	Plasminogen activator inhibitor-1	Clinical trial target	P05121
TTDR00557	Protein kinase C, zeta type	Research target	Q05513
TTDR00558	RNA endonuclease	Research target	P25736
TTDR00559	Sortase	Research target	Q99RA7
TTDR00560	Trypsin-like serine protease	Research target	Q8D7G2
TTDR00561	UDP-glucuronosyltransferase	Research target	Q91280
TTDR00562	Urotensin II receptor	Clinical trial target	Q9UKP6
TTDR00563	Vacuolar-type (H+)-ATPase	Clinical trial target	O96703
TTDR00564	5-hydroxytryptamine 1E receptor	Research target	P28566
TTDR00565	5-hydroxytryptamine 5A receptor	Clinical trial target	P47898
TTDR00567	Heparin-binding growth factor 2	Clinical trial target	P09038
TTDR00568	Phosphatidylinositol 3-kinase	Clinical trial target	P42339
TTDR00570	Ketol-acid reductoisomerase	Research target	P05793
TTDR00571	Dipeptidyl-peptidase I	Clinical trial target	P53634
TTDR00572	Gamma-glutamyl hydrolase	Research target	Q92820
TTDR00574	Urotensin II	Research target	O95399
TTDR00575	Nucleolin	Research target	P19338
TTDR00577	Vang-like protein 1	Research target	Q8TAA9
TTDR00580	Lysophosphatidic acid receptor Edg-2	Clinical trial target	Q92633
TTDR00582	Endocytic receptor Endo180	Research target	Q9Y5P9
TTDR00583	Ghrelin	Clinical trial target	Q9UBU3
TTDR00584	Small inducible cytokine A22	Research target	O00626
TTDR00585	Trypanothione reductase	Research target	P39051
TTDR00586	Insulin-like growth factor binding protein 6	Research target	P24592
TTDR00587	Estradiol 17 beta-dehydrogenase 1	Clinical trial target	P14061
TTDR00588	Tubulin associated unit Tau	Research target	Q8IWY7
TTDR00589	Ganciclovir kinase	Clinical trial target	P16788
TTDR00590	Human cytomegalovirus protease	Discontinued target	P16753
