TTDID	KEGG pathway ID	KEGG pathway name
TTDI02528	hsa04380	Osteoclast differentiation
TTDI02528	hsa04917	Prolactin signaling pathway
TTDI02528	hsa05323	Rheumatoid arthritis
TTDI02529	hsa04610	Complement and coagulation cascades
TTDI02529	hsa04640	Hematopoietic cell lineage
TTDI02530	hsa04024	cAMP signaling pathway
TTDI02533	hsa05200	Pathways in cancer
TTDI02533	hsa05215	Prostate cancer
TTDI02535	hsa04145	Phagosome
TTDI02535	hsa05152	Tuberculosis
TTDI02535	hsa05162	Measles
TTDI02539	hsa00590	Arachidonic acid metabolism
TTDI02539	hsa01100	Metabolic pathways
TTDI02541	hsa04620	Toll-like receptor signaling pathway
TTDI02541	hsa04622	RIG-I-like receptor signaling pathway
TTDI02541	hsa04623	Cytosolic DNA-sensing pathway
TTDI02541	hsa05160	Hepatitis C
TTDI02541	hsa05161	Hepatitis B
TTDI02541	hsa05162	Measles
TTDI02541	hsa05164	Influenza A
TTDI02541	hsa05168	Herpes simplex infection
TTDI02543	hsa04010	MAPK signaling pathway
TTDI02543	hsa04012	ErbB signaling pathway
TTDI02543	hsa04014	Ras signaling pathway
TTDI02543	hsa04024	cAMP signaling pathway
TTDI02543	hsa04068	FoxO signaling pathway
TTDI02543	hsa04071	Sphingolipid signaling pathway
TTDI02543	hsa04141	Protein processing in endoplasmic reticulum
TTDI02543	hsa04310	Wnt signaling pathway
TTDI02543	hsa04380	Osteoclast differentiation
TTDI02543	hsa04510	Focal adhesion
TTDI02543	hsa04620	Toll-like receptor signaling pathway
TTDI02543	hsa04621	NOD-like receptor signaling pathway
TTDI02543	hsa04622	RIG-I-like receptor signaling pathway
TTDI02543	hsa04664	Fc epsilon RI signaling pathway
TTDI02543	hsa04668	TNF signaling pathway
TTDI02543	hsa04722	Neurotrophin signaling pathway
TTDI02543	hsa04723	Retrograde endocannabinoid signaling
TTDI02543	hsa04728	Dopaminergic synapse
TTDI02543	hsa04750	Inflammatory mediator regulation of TRP channels
TTDI02543	hsa04910	Insulin signaling pathway
TTDI02543	hsa04912	GnRH signaling pathway
TTDI02543	hsa04914	Progesterone-mediated oocyte maturation
TTDI02543	hsa04917	Prolactin signaling pathway
TTDI02543	hsa04920	Adipocytokine signaling pathway
TTDI02543	hsa04930	Type II diabetes mellitus
TTDI02543	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
TTDI02543	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
TTDI02543	hsa05131	Shigellosis
TTDI02543	hsa05132	Salmonella infection
TTDI02543	hsa05133	Pertussis
TTDI02543	hsa05142	Chagas disease (American trypanosomiasis)
TTDI02543	hsa05145	Toxoplasmosis
TTDI02543	hsa05152	Tuberculosis
TTDI02543	hsa05160	Hepatitis C
TTDI02543	hsa05161	Hepatitis B
TTDI02543	hsa05164	Influenza A
TTDI02543	hsa05168	Herpes simplex infection
TTDI02543	hsa05169	Epstein-Barr virus infection
TTDI02543	hsa05200	Pathways in cancer
TTDI02543	hsa05210	Colorectal cancer
TTDI02543	hsa05212	Pancreatic cancer
TTDI02543	hsa05231	Choline metabolism in cancer
TTDI02544	hsa04064	NF-kappa B signaling pathway
TTDI02544	hsa04210	Apoptosis
TTDI02544	hsa04620	Toll-like receptor signaling pathway
TTDI02544	hsa04722	Neurotrophin signaling pathway
TTDI02544	hsa05133	Pertussis
TTDI02544	hsa05140	Leishmaniasis
TTDI02544	hsa05142	Chagas disease (American trypanosomiasis)
TTDI02544	hsa05145	Toxoplasmosis
TTDI02544	hsa05152	Tuberculosis
TTDI02544	hsa05162	Measles
TTDI02544	hsa05164	Influenza A
TTDI02546	hsa04010	MAPK signaling pathway
TTDI02546	hsa04014	Ras signaling pathway
TTDI02546	hsa04062	Chemokine signaling pathway
TTDI02546	hsa04064	NF-kappa B signaling pathway
TTDI02546	hsa04068	FoxO signaling pathway
TTDI02546	hsa04151	PI3K-Akt signaling pathway
TTDI02546	hsa04210	Apoptosis
TTDI02546	hsa04380	Osteoclast differentiation
TTDI02546	hsa04620	Toll-like receptor signaling pathway
TTDI02546	hsa04621	NOD-like receptor signaling pathway
TTDI02546	hsa04622	RIG-I-like receptor signaling pathway
TTDI02546	hsa04623	Cytosolic DNA-sensing pathway
TTDI02546	hsa04660	T cell receptor signaling pathway
TTDI02546	hsa04662	B cell receptor signaling pathway
TTDI02546	hsa04668	TNF signaling pathway
TTDI02546	hsa04920	Adipocytokine signaling pathway
TTDI02546	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
TTDI02546	hsa05131	Shigellosis
TTDI02546	hsa05142	Chagas disease (American trypanosomiasis)
TTDI02546	hsa05145	Toxoplasmosis
TTDI02546	hsa05160	Hepatitis C
TTDI02546	hsa05161	Hepatitis B
TTDI02546	hsa05162	Measles
TTDI02546	hsa05166	HTLV-I infection
TTDI02546	hsa05168	Herpes simplex infection
TTDI02546	hsa05169	Epstein-Barr virus infection
TTDI02546	hsa05200	Pathways in cancer
TTDI02546	hsa05212	Pancreatic cancer
TTDI02546	hsa05215	Prostate cancer
TTDI02546	hsa05220	Chronic myeloid leukemia
TTDI02546	hsa05221	Acute myeloid leukemia
TTDI02546	hsa05222	Small cell lung cancer
TTDI02547	hsa04010	MAPK signaling pathway
TTDI02547	hsa04012	ErbB signaling pathway
TTDI02547	hsa04014	Ras signaling pathway
TTDI02547	hsa04015	Rap1 signaling pathway
TTDI02547	hsa04062	Chemokine signaling pathway
TTDI02547	hsa04068	FoxO signaling pathway
TTDI02547	hsa04071	Sphingolipid signaling pathway
TTDI02547	hsa04144	Endocytosis
TTDI02547	hsa04151	PI3K-Akt signaling pathway
TTDI02547	hsa04360	Axon guidance
TTDI02547	hsa04370	VEGF signaling pathway
TTDI02547	hsa04510	Focal adhesion
TTDI02547	hsa04530	Tight junction
TTDI02547	hsa04540	Gap junction
TTDI02547	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDI02547	hsa04650	Natural killer cell mediated cytotoxicity
TTDI02547	hsa04660	T cell receptor signaling pathway
TTDI02547	hsa04662	B cell receptor signaling pathway
TTDI02547	hsa04664	Fc epsilon RI signaling pathway
TTDI02547	hsa04720	Long-term potentiation
TTDI02547	hsa04722	Neurotrophin signaling pathway
TTDI02547	hsa04725	Cholinergic synapse
TTDI02547	hsa04726	Serotonergic synapse
TTDI02547	hsa04730	Long-term depression
TTDI02547	hsa04810	Regulation of actin cytoskeleton
TTDI02547	hsa04910	Insulin signaling pathway
TTDI02547	hsa04912	GnRH signaling pathway
TTDI02547	hsa04915	Estrogen signaling pathway
TTDI02547	hsa04916	Melanogenesis
TTDI02547	hsa04917	Prolactin signaling pathway
TTDI02547	hsa04919	Thyroid hormone signaling pathway
TTDI02547	hsa04921	Oxytocin signaling pathway
TTDI02547	hsa05034	Alcoholism
TTDI02547	hsa05160	Hepatitis C
TTDI02547	hsa05161	Hepatitis B
TTDI02547	hsa05166	HTLV-I infection
TTDI02547	hsa05200	Pathways in cancer
TTDI02547	hsa05203	Viral carcinogenesis
TTDI02547	hsa05205	Proteoglycans in cancer
TTDI02547	hsa05206	MicroRNAs in cancer
TTDI02547	hsa05211	Renal cell carcinoma
TTDI02547	hsa05213	Endometrial cancer
TTDI02547	hsa05214	Glioma
TTDI02547	hsa05215	Prostate cancer
TTDI02547	hsa05216	Thyroid cancer
TTDI02547	hsa05218	Melanoma
TTDI02547	hsa05219	Bladder cancer
TTDI02547	hsa05220	Chronic myeloid leukemia
TTDI02547	hsa05221	Acute myeloid leukemia
TTDI02547	hsa05223	Non-small cell lung cancer
TTDI02547	hsa05230	Central carbon metabolism in cancer
TTDI02547	hsa05231	Choline metabolism in cancer
TTDI02550	hsa04650	Natural killer cell mediated cytotoxicity
TTDI02550	hsa04940	Type I diabetes mellitus
TTDI02550	hsa05202	Transcriptional misregulation in cancer
TTDI02550	hsa05320	Autoimmune thyroid disease
TTDI02550	hsa05330	Allograft rejection
TTDI02550	hsa05332	Graft-versus-host disease
TTDI02551	hsa04961	Endocrine and other factor-regulated calcium reabsorption
TTDI02552	hsa04961	Endocrine and other factor-regulated calcium reabsorption
TTDI02553	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDI02553	hsa05202	Transcriptional misregulation in cancer
TTDI02553	hsa05206	MicroRNAs in cancer
TTDI02555	hsa00140	Steroid hormone biosynthesis
TTDI02555	hsa01100	Metabolic pathways
TTDI02555	hsa04913	Ovarian steroidogenesis
TTDI02556	hsa04310	Wnt signaling pathway
TTDI02556	hsa04340	Hedgehog signaling pathway
TTDI02556	hsa04390	Hippo signaling pathway
TTDI02556	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDI02556	hsa04916	Melanogenesis
TTDI02556	hsa05166	HTLV-I infection
TTDI02556	hsa05200	Pathways in cancer
TTDI02556	hsa05205	Proteoglycans in cancer
TTDI02556	hsa05217	Basal cell carcinoma
TTDI02557	hsa04310	Wnt signaling pathway
TTDI02557	hsa04340	Hedgehog signaling pathway
TTDI02557	hsa04390	Hippo signaling pathway
TTDI02557	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDI02557	hsa04916	Melanogenesis
TTDI02557	hsa05166	HTLV-I infection
TTDI02557	hsa05200	Pathways in cancer
TTDI02557	hsa05205	Proteoglycans in cancer
TTDI02557	hsa05217	Basal cell carcinoma
TTDI02559	hsa00300	Lysine biosynthesis
TTDI02559	hsa00310	Lysine degradation
TTDI02559	hsa00380	Tryptophan metabolism
TTDI02559	hsa01100	Metabolic pathways
TTDI02559	hsa01130	Biosynthesis of antibiotics
TTDI02559	hsa01210	2-Oxocarboxylic acid metabolism
TTDI02559	hsa01230	Biosynthesis of amino acids
TTDI02561	hsa04120	Ubiquitin mediated proteolysis
TTDI02561	hsa04141	Protein processing in endoplasmic reticulum
TTDI02562	hsa00910	Nitrogen metabolism
TTDI02562	hsa04964	Proximal tubule bicarbonate reclamation
TTDI02563	hsa00340	Histidine metabolism
TTDI02563	hsa01100	Metabolic pathways
TTDI02564	hsa04060	Cytokine-cytokine receptor interaction
TTDI02564	hsa04064	NF-kappa B signaling pathway
TTDI02564	hsa05168	Herpes simplex infection
TTDI02565	hsa04060	Cytokine-cytokine receptor interaction
TTDI02566	hsa04110	Cell cycle
TTDI02566	hsa04114	Oocyte meiosis
TTDI02566	hsa04151	PI3K-Akt signaling pathway
TTDI02566	hsa04390	Hippo signaling pathway
TTDI02566	hsa05169	Epstein-Barr virus infection
TTDI02566	hsa05203	Viral carcinogenesis
TTDI02567	hsa04068	FoxO signaling pathway
TTDI02567	hsa04152	AMPK signaling pathway
TTDI02567	hsa04910	Insulin signaling pathway
TTDI02567	hsa04919	Thyroid hormone signaling pathway
TTDI02567	hsa04922	Glucagon signaling pathway
TTDI02567	hsa05200	Pathways in cancer
TTDI02567	hsa05202	Transcriptional misregulation in cancer
TTDI02567	hsa05215	Prostate cancer
TTDI02568	hsa00350	Tyrosine metabolism
TTDI02568	hsa01100	Metabolic pathways
TTDI02568	hsa04916	Melanogenesis
TTDI02569	hsa00330	Arginine and proline metabolism
TTDI02569	hsa00480	Glutathione metabolism
TTDI02569	hsa01100	Metabolic pathways
TTDI02569	hsa01130	Biosynthesis of antibiotics
TTDI02570	hsa00051	Fructose and mannose metabolism
TTDI02570	hsa01100	Metabolic pathways
TTDI02571	hsa04727	GABAergic synapse
TTDI02572	hsa04640	Hematopoietic cell lineage
TTDI02575	hsa00900	Terpenoid backbone biosynthesis
TTDI02575	hsa01100	Metabolic pathways
TTDI02575	hsa01130	Biosynthesis of antibiotics
TTDI02578	hsa04115	p53 signaling pathway
TTDI02579	hsa04921	Oxytocin signaling pathway
TTDI02580	hsa04750	Inflammatory mediator regulation of TRP channels
TTDI02582	hsa04640	Hematopoietic cell lineage
TTDI02583	hsa04014	Ras signaling pathway
TTDI02583	hsa05200	Pathways in cancer
TTDI02583	hsa05212	Pancreatic cancer
TTDI02585	hsa02010	ABC transporters
TTDI02585	hsa04911	Insulin secretion
TTDI02585	hsa04930	Type II diabetes mellitus
TTDI02586	hsa05010	Alzheimer's disease
TTDI02587	hsa00240	Pyrimidine metabolism
TTDI02587	hsa01100	Metabolic pathways
TTDI02589	hsa04514	Cell adhesion molecules (CAMs)
TTDI02589	hsa04530	Tight junction
TTDI02589	hsa04670	Leukocyte transendothelial migration
TTDI02589	hsa05160	Hepatitis C
TTDI02590	hsa05034	Alcoholism
TTDI02590	hsa05203	Viral carcinogenesis
TTDI02591	hsa04742	Taste transduction
TTDI02591	hsa04750	Inflammatory mediator regulation of TRP channels
TTDI02592	hsa04750	Inflammatory mediator regulation of TRP channels
TTDI02593	hsa04713	Circadian entrainment
TTDI02593	hsa04723	Retrograde endocannabinoid signaling
TTDI02593	hsa04724	Glutamatergic synapse
TTDI02593	hsa04725	Cholinergic synapse
TTDI02593	hsa04726	Serotonergic synapse
TTDI02593	hsa04728	Dopaminergic synapse
TTDI02593	hsa04915	Estrogen signaling pathway
TTDI02593	hsa04921	Oxytocin signaling pathway
TTDI02593	hsa05032	Morphine addiction
TTDI02594	hsa04713	Circadian entrainment
TTDI02594	hsa04723	Retrograde endocannabinoid signaling
TTDI02594	hsa04726	Serotonergic synapse
TTDI02594	hsa04728	Dopaminergic synapse
TTDI02594	hsa04915	Estrogen signaling pathway
TTDI02594	hsa04921	Oxytocin signaling pathway
TTDI02594	hsa05032	Morphine addiction
TTDI02595	hsa00270	Cysteine and methionine metabolism
TTDI02595	hsa01100	Metabolic pathways
TTDI02598	hsa03430	Mismatch repair
TTDI02598	hsa03460	Fanconi anemia pathway
TTDI02598	hsa05200	Pathways in cancer
TTDI02598	hsa05210	Colorectal cancer
TTDI02598	hsa05213	Endometrial cancer
TTDI02599	hsa00590	Arachidonic acid metabolism
TTDI02599	hsa01100	Metabolic pathways
TTDI02600	hsa00860	Porphyrin and chlorophyll metabolism
TTDI02600	hsa04066	HIF-1 signaling pathway
TTDI02600	hsa04978	Mineral absorption
TTDI02600	hsa05206	MicroRNAs in cancer
TTDI02602	hsa04144	Endocytosis
TTDI02602	hsa04510	Focal adhesion
TTDI02602	hsa05100	Bacterial invasion of epithelial cells
TTDI02602	hsa05205	Proteoglycans in cancer
TTDI02602	hsa05416	Viral myocarditis
TTDI02604	hsa04142	Lysosome
TTDI02604	hsa04145	Phagosome
TTDI02604	hsa05152	Tuberculosis
TTDI02605	hsa00380	Tryptophan metabolism
TTDI02605	hsa01100	Metabolic pathways
TTDI02607	hsa04142	Lysosome
TTDI02607	hsa04978	Mineral absorption
TTDI02608	hsa00600	Sphingolipid metabolism
TTDI02608	hsa04071	Sphingolipid signaling pathway
TTDI02609	hsa04060	Cytokine-cytokine receptor interaction
TTDI02609	hsa04210	Apoptosis
TTDI02609	hsa04750	Inflammatory mediator regulation of TRP channels
TTDI02610	hsa04060	Cytokine-cytokine receptor interaction
TTDI02610	hsa05321	Inflammatory bowel disease (IBD)
TTDI02611	hsa04146	Peroxisome
TTDI02612	hsa04142	Lysosome
TTDI02612	hsa04612	Antigen processing and presentation
TTDI02613	hsa04066	HIF-1 signaling pathway
TTDI02613	hsa04120	Ubiquitin mediated proteolysis
TTDI02613	hsa05200	Pathways in cancer
TTDI02613	hsa05211	Renal cell carcinoma
TTDI02614	hsa00600	Sphingolipid metabolism
TTDI02614	hsa01100	Metabolic pathways
TTDI02614	hsa04142	Lysosome
TTDI02616	hsa04012	ErbB signaling pathway
TTDI02616	hsa04066	HIF-1 signaling pathway
TTDI02616	hsa04068	FoxO signaling pathway
TTDI02616	hsa04110	Cell cycle
TTDI02616	hsa04151	PI3K-Akt signaling pathway
TTDI02616	hsa05161	Hepatitis B
TTDI02616	hsa05162	Measles
TTDI02616	hsa05169	Epstein-Barr virus infection
TTDI02616	hsa05200	Pathways in cancer
TTDI02616	hsa05202	Transcriptional misregulation in cancer
TTDI02616	hsa05203	Viral carcinogenesis
TTDI02616	hsa05206	MicroRNAs in cancer
TTDI02616	hsa05215	Prostate cancer
TTDI02616	hsa05220	Chronic myeloid leukemia
TTDI02616	hsa05222	Small cell lung cancer
TTDI02617	hsa04975	Fat digestion and absorption
TTDI02620	hsa04971	Gastric acid secretion
TTDI02622	hsa05010	Alzheimer's disease
TTDI02622	hsa05030	Cocaine addiction
TTDI02623	hsa03015	mRNA surveillance pathway
TTDI02626	hsa04014	Ras signaling pathway
TTDI02626	hsa04015	Rap1 signaling pathway
TTDI02626	hsa04060	Cytokine-cytokine receptor interaction
TTDI02626	hsa04151	PI3K-Akt signaling pathway
TTDI02626	hsa04380	Osteoclast differentiation
TTDI02626	hsa04640	Hematopoietic cell lineage
TTDI02626	hsa04668	TNF signaling pathway
TTDI02626	hsa05323	Rheumatoid arthritis
TTDI02627	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
TTDI02627	hsa01100	Metabolic pathways
TTDI02630	hsa05206	MicroRNAs in cancer
TTDI02632	hsa04060	Cytokine-cytokine receptor interaction
TTDI02632	hsa04630	Jak-STAT signaling pathway
TTDI02635	hsa04514	Cell adhesion molecules (CAMs)
TTDI02635	hsa04530	Tight junction
TTDI02635	hsa04670	Leukocyte transendothelial migration
TTDI02635	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
TTDI02638	hsa04514	Cell adhesion molecules (CAMs)
TTDI02639	hsa04010	MAPK signaling pathway
TTDI02639	hsa04064	NF-kappa B signaling pathway
TTDI02639	hsa04152	AMPK signaling pathway
TTDI02639	hsa04310	Wnt signaling pathway
TTDI02639	hsa04380	Osteoclast differentiation
TTDI02639	hsa04520	Adherens junction
TTDI02639	hsa04620	Toll-like receptor signaling pathway
TTDI02639	hsa04621	NOD-like receptor signaling pathway
TTDI02639	hsa04622	RIG-I-like receptor signaling pathway
TTDI02639	hsa04660	T cell receptor signaling pathway
TTDI02639	hsa04668	TNF signaling pathway
TTDI02639	hsa05140	Leishmaniasis
TTDI02639	hsa05145	Toxoplasmosis
TTDI02639	hsa05162	Measles
TTDI02639	hsa05168	Herpes simplex infection
TTDI02639	hsa05169	Epstein-Barr virus infection
TTDI02640	hsa04010	MAPK signaling pathway
TTDI02640	hsa04014	Ras signaling pathway
TTDI02640	hsa04015	Rap1 signaling pathway
TTDI02640	hsa04144	Endocytosis
TTDI02640	hsa04151	PI3K-Akt signaling pathway
TTDI02640	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDI02640	hsa04810	Regulation of actin cytoskeleton
TTDI02641	hsa03018	RNA degradation
TTDI02644	hsa04390	Hippo signaling pathway
TTDI02645	hsa05016	Huntington's disease
TTDI02646	hsa00561	Glycerolipid metabolism
TTDI02646	hsa01100	Metabolic pathways
TTDI02646	hsa04723	Retrograde endocannabinoid signaling
TTDI02647	hsa00531	Glycosaminoglycan degradation
TTDI02647	hsa01100	Metabolic pathways
TTDI02647	hsa04142	Lysosome
TTDI02648	hsa04640	Hematopoietic cell lineage
TTDI02649	hsa04060	Cytokine-cytokine receptor interaction
TTDI02649	hsa04630	Jak-STAT signaling pathway
TTDI02652	hsa04340	Hedgehog signaling pathway
TTDI02652	hsa04390	Hippo signaling pathway
TTDI02652	hsa05200	Pathways in cancer
TTDI02652	hsa05217	Basal cell carcinoma
TTDI02654	hsa04015	Rap1 signaling pathway
TTDI02654	hsa04350	TGF-beta signaling pathway
TTDI02654	hsa04390	Hippo signaling pathway
TTDI02654	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDI02655	hsa04622	RIG-I-like receptor signaling pathway
TTDI02657	hsa05016	Huntington's disease
TTDI02658	hsa04612	Antigen processing and presentation
TTDI02658	hsa05152	Tuberculosis
TTDI02658	hsa05168	Herpes simplex infection
TTDI02659	hsa04670	Leukocyte transendothelial migration
TTDI02659	hsa04912	GnRH signaling pathway
TTDI02659	hsa04915	Estrogen signaling pathway
TTDI02659	hsa05200	Pathways in cancer
TTDI02659	hsa05205	Proteoglycans in cancer
TTDI02659	hsa05219	Bladder cancer
TTDI02660	hsa04668	TNF signaling pathway
TTDI02660	hsa04670	Leukocyte transendothelial migration
TTDI02660	hsa04915	Estrogen signaling pathway
TTDI02660	hsa05161	Hepatitis B
TTDI02660	hsa05200	Pathways in cancer
TTDI02660	hsa05202	Transcriptional misregulation in cancer
TTDI02660	hsa05205	Proteoglycans in cancer
TTDI02660	hsa05206	MicroRNAs in cancer
TTDI02660	hsa05219	Bladder cancer
TTDI02661	hsa04115	p53 signaling pathway
TTDI02661	hsa04120	Ubiquitin mediated proteolysis
TTDI02662	hsa04146	Peroxisome
TTDI02662	hsa05014	Amyotrophic lateral sclerosis (ALS)
TTDI02662	hsa05016	Huntington's disease
TTDI02662	hsa05020	Prion diseases
TTDI02663	hsa05010	Alzheimer's disease
TTDI02663	hsa05012	Parkinson's disease
TTDI02664	hsa04080	Neuroactive ligand-receptor interaction
TTDI02664	hsa04750	Inflammatory mediator regulation of TRP channels
TTDI02665	hsa04014	Ras signaling pathway
TTDI02665	hsa04015	Rap1 signaling pathway
TTDI02665	hsa04060	Cytokine-cytokine receptor interaction
TTDI02665	hsa04066	HIF-1 signaling pathway
TTDI02665	hsa04144	Endocytosis
TTDI02665	hsa04151	PI3K-Akt signaling pathway
TTDI02665	hsa04510	Focal adhesion
TTDI02665	hsa05202	Transcriptional misregulation in cancer
TTDI02665	hsa05323	Rheumatoid arthritis
TTDI02666	hsa04110	Cell cycle
TTDI02677	hsa04610	Complement and coagulation cascades
TTDI02678	hsa04010	MAPK signaling pathway
TTDI02678	hsa04060	Cytokine-cytokine receptor interaction
TTDI02678	hsa04068	FoxO signaling pathway
TTDI02678	hsa04110	Cell cycle
TTDI02678	hsa04144	Endocytosis
TTDI02678	hsa04350	TGF-beta signaling pathway
TTDI02678	hsa04380	Osteoclast differentiation
TTDI02678	hsa04390	Hippo signaling pathway
TTDI02678	hsa04672	Intestinal immune network for IgA production
TTDI02678	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
TTDI02678	hsa05140	Leishmaniasis
TTDI02678	hsa05142	Chagas disease (American trypanosomiasis)
TTDI02678	hsa05144	Malaria
TTDI02678	hsa05145	Toxoplasmosis
TTDI02678	hsa05146	Amoebiasis
TTDI02678	hsa05152	Tuberculosis
TTDI02678	hsa05161	Hepatitis B
TTDI02678	hsa05166	HTLV-I infection
TTDI02678	hsa05200	Pathways in cancer
TTDI02678	hsa05205	Proteoglycans in cancer
TTDI02678	hsa05210	Colorectal cancer
TTDI02678	hsa05211	Renal cell carcinoma
TTDI02678	hsa05212	Pancreatic cancer
TTDI02678	hsa05220	Chronic myeloid leukemia
TTDI02678	hsa05321	Inflammatory bowel disease (IBD)
TTDI02678	hsa05323	Rheumatoid arthritis
TTDI02678	hsa05410	Hypertrophic cardiomyopathy (HCM)
TTDI02678	hsa05414	Dilated cardiomyopathy
TTDI02680	hsa00670	One carbon pool by folate
TTDI02680	hsa01100	Metabolic pathways
TTDI02680	hsa01200	Carbon metabolism
TTDI02681	hsa04060	Cytokine-cytokine receptor interaction
TTDI02681	hsa04064	NF-kappa B signaling pathway
TTDI02681	hsa04514	Cell adhesion molecules (CAMs)
TTDI02681	hsa04660	T cell receptor signaling pathway
TTDI02681	hsa04672	Intestinal immune network for IgA production
TTDI02681	hsa05144	Malaria
TTDI02681	hsa05145	Toxoplasmosis
TTDI02681	hsa05310	Asthma
TTDI02681	hsa05320	Autoimmune thyroid disease
TTDI02681	hsa05322	Systemic lupus erythematosus
TTDI02681	hsa05330	Allograft rejection
TTDI02681	hsa05340	Primary immunodeficiency
TTDI02681	hsa05416	Viral myocarditis
TTDI02682	hsa04728	Dopaminergic synapse
TTDI02683	hsa00230	Purine metabolism
TTDI02683	hsa04022	cGMP-PKG signaling pathway
TTDI02683	hsa04024	cAMP signaling pathway
TTDI02683	hsa04270	Vascular smooth muscle contraction
TTDI02683	hsa04921	Oxytocin signaling pathway
TTDI02684	hsa04010	MAPK signaling pathway
TTDI02684	hsa04012	ErbB signaling pathway
TTDI02684	hsa04014	Ras signaling pathway
TTDI02684	hsa04015	Rap1 signaling pathway
TTDI02684	hsa04062	Chemokine signaling pathway
TTDI02684	hsa04068	FoxO signaling pathway
TTDI02684	hsa04071	Sphingolipid signaling pathway
TTDI02684	hsa04151	PI3K-Akt signaling pathway
TTDI02684	hsa04320	Dorso-ventral axis formation
TTDI02684	hsa04360	Axon guidance
TTDI02684	hsa04370	VEGF signaling pathway
TTDI02684	hsa04530	Tight junction
TTDI02684	hsa04540	Gap junction
TTDI02684	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDI02684	hsa04650	Natural killer cell mediated cytotoxicity
TTDI02684	hsa04660	T cell receptor signaling pathway
TTDI02684	hsa04662	B cell receptor signaling pathway
TTDI02684	hsa04664	Fc epsilon RI signaling pathway
TTDI02684	hsa04720	Long-term potentiation
TTDI02684	hsa04722	Neurotrophin signaling pathway
TTDI02684	hsa04725	Cholinergic synapse
TTDI02684	hsa04726	Serotonergic synapse
TTDI02684	hsa04730	Long-term depression
TTDI02684	hsa04810	Regulation of actin cytoskeleton
TTDI02684	hsa04910	Insulin signaling pathway
TTDI02684	hsa04912	GnRH signaling pathway
TTDI02684	hsa04914	Progesterone-mediated oocyte maturation
TTDI02684	hsa04915	Estrogen signaling pathway
TTDI02684	hsa04916	Melanogenesis
TTDI02684	hsa04917	Prolactin signaling pathway
TTDI02684	hsa04919	Thyroid hormone signaling pathway
TTDI02684	hsa04921	Oxytocin signaling pathway
TTDI02684	hsa04960	Aldosterone-regulated sodium reabsorption
TTDI02684	hsa05034	Alcoholism
TTDI02684	hsa05160	Hepatitis C
TTDI02684	hsa05161	Hepatitis B
TTDI02684	hsa05166	HTLV-I infection
TTDI02684	hsa05200	Pathways in cancer
TTDI02684	hsa05203	Viral carcinogenesis
TTDI02684	hsa05205	Proteoglycans in cancer
TTDI02684	hsa05206	MicroRNAs in cancer
TTDI02684	hsa05210	Colorectal cancer
TTDI02684	hsa05211	Renal cell carcinoma
TTDI02684	hsa05212	Pancreatic cancer
TTDI02684	hsa05213	Endometrial cancer
TTDI02684	hsa05214	Glioma
TTDI02684	hsa05215	Prostate cancer
TTDI02684	hsa05216	Thyroid cancer
TTDI02684	hsa05218	Melanoma
TTDI02684	hsa05219	Bladder cancer
TTDI02684	hsa05220	Chronic myeloid leukemia
TTDI02684	hsa05221	Acute myeloid leukemia
TTDI02684	hsa05223	Non-small cell lung cancer
TTDI02684	hsa05230	Central carbon metabolism in cancer
TTDI02684	hsa05231	Choline metabolism in cancer
TTDI02685	hsa04012	ErbB signaling pathway
TTDI02685	hsa04020	Calcium signaling pathway
TTDI02685	hsa04144	Endocytosis
TTDI02685	hsa05205	Proteoglycans in cancer
TTDI02685	hsa05206	MicroRNAs in cancer
TTDI02686	hsa04060	Cytokine-cytokine receptor interaction
TTDI02686	hsa04151	PI3K-Akt signaling pathway
TTDI02686	hsa04630	Jak-STAT signaling pathway
TTDI02686	hsa04640	Hematopoietic cell lineage
TTDI02686	hsa05321	Inflammatory bowel disease (IBD)
TTDNC00348	hsa04010	MAPK signaling pathway
TTDNC00348	hsa04120	Ubiquitin mediated proteolysis
TTDNC00348	hsa04622	RIG-I-like receptor signaling pathway
TTDNC00348	hsa04722	Neurotrophin signaling pathway
TTDNC00348	hsa04912	GnRH signaling pathway
TTDNC00348	hsa05161	Hepatitis B
TTDNC00348	hsa05166	HTLV-I infection
TTDNC00370	hsa04310	Wnt signaling pathway
TTDNC00371	hsa04060	Cytokine-cytokine receptor interaction
TTDNC00371	hsa04630	Jak-STAT signaling pathway
TTDNC00371	hsa05321	Inflammatory bowel disease (IBD)
TTDNC00372	hsa04151	PI3K-Akt signaling pathway
TTDNC00372	hsa04510	Focal adhesion
TTDNC00372	hsa04512	ECM-receptor interaction
TTDNC00372	hsa04640	Hematopoietic cell lineage
